sample,time_s,centerline_heat_release_W
1073,12.032634092061926,0
1074,12.033480886519101,0
1075,12.034412360433635,0
1076,12.035436981739622,0
1077,12.036564065176208,0
1078,12.037803856921528,0
1079,12.03916762784138,0
1080,12.040667775818292,0
1081,12.042314041787904,0
1082,12.043960307757516,0
1083,12.045606573727127,0
1084,12.047252839696739,0
1085,12.048899105666351,0
1086,12.050545371635963,0
1087,12.052191637605574,0
1088,12.053837903575186,0
1089,12.055484169544798,0
1090,12.057130435514409,0
1091,12.058776701484021,0
1092,12.060422967453633,0
1093,12.062069233423244,0
1094,12.063715499392856,0
1095,12.065361765362468,0
1096,12.06700803133208,0
1097,12.068654297301691,0
1098,12.070300563271303,0
1099,12.071946829240915,0
1100,12.073593095210526,0
1101,12.075239361180138,0
1102,12.07688562714975,0
1103,12.078531893119361,0
1104,12.080178159088973,0
1105,12.081824425058585,0
1106,12.083470691028197,0
1107,12.085116956997808,0
1108,12.08676322296742,0
1109,12.088409488937032,0
1110,12.090055754906643,0
1111,12.091702020876255,0
1112,12.093348286845867,0
1113,12.094364278982539,0
1114,12.095481870379444,0
1115,12.096711220950965,0
1116,12.098063506567996,0
1117,12.099551020804938,0
1118,12.101187286465574,0
1119,12.102833552435186,0
1120,12.104479818404798,0
1121,12.106126084374409,0
1122,12.107772350344021,0
1123,12.109418616313633,0
1124,12.111064882283245,0
1125,12.112711148252856,0
1126,12.114357414222468,0
1127,12.11600368019208,0
1128,12.117649946161691,0
1129,12.119296212131303,0
1130,12.120942478100915,0
1131,12.122588744070526,0
1132,12.124235010040138,0
1133,12.12588127600975,0
1134,12.127527541979362,0
1135,12.129173807948973,0
1136,12.130820073918585,0
1137,12.132466339888197,0
